ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
8306,Michiel Bernhard Emiel Marie Bartman,M,31.0,196.0,94.0,Czechoslovakia,TCH,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Gold
8306,Michiel Bernhard Emiel Marie Bartman,M,36.0,196.0,94.0,Czechoslovakia,TCH,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
8306,Michiel Bernhard Emiel Marie Bartman,M,39.0,196.0,94.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
8623,"Guinevere ""Guin"" Batten",F,34.0,175.0,78.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8626,Miriam Batten (-Luke),F,37.0,177.0,74.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
8639,Romano Battisti,M,27.0,193.0,95.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Silver
9003,Sebastian Bea,M,25.0,201.0,93.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Silver
9040,"Jonathan ""Jon"" Beare",M,36.0,188.0,79.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
9111,Anna Rose Bebington-Watkins,F,27.0,186.0,82.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Bronze
9111,Anna Rose Bebington-Watkins,F,31.0,186.0,82.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Gold
9355,"Daniel ""Dan"" Beery",M,31.0,203.0,101.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
9432,"Genevieve ""Gen"" Behrent",F,27.0,186.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver
9502,Fredrik Raaen Bekken,M,27.0,186.0,88.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver
9573,Claudia Renate Belderbos,F,29.0,178.0,76.0,Czechoslovakia,TCH,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
9657,Teresa A. Bell (Zarzeczny-),F,31.0,181.0,63.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Silver
9764,Alexander Belonogoff,M,28.0,190.0,94.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
10173,Karen Bennett,F,29.0,182.0,73.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
10181,Paul Bennett,M,29.0,171.0,104.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
10341,Mdlina Bere,F,25.0,192.0,79.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
10430,"Gabriel ""Gabe"" Bergen",M,32.0,190.0,96.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
10724,Miosz Bernatajtys,M,28.0,186.0,76.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
10784,Cdric Berrest,M,25.0,194.0,98.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
10871,Lorenzo Bertini,M,30.0,190.0,74.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
11057,Jean-Christophe Bette,M,24.0,189.0,76.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
11094,Nicole Beukers,F,27.0,173.0,70.0,Czechoslovakia,TCH,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
11304,Yuliya Valentinovna Bichik,F,23.0,187.0,88.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Bronze
11304,Yuliya Valentinovna Bichik,F,27.0,189.0,88.0,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Bronze
11416,Laryssa Biesenthal,F,27.0,176.0,70.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,Bronze
11416,Laryssa Biesenthal,F,31.0,176.0,70.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
11546,Serhiy Oleksandrovych Biloushchenko,M,24.0,204.0,104.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
11782,"Catherine ""Cath"" Bishop",F,34.0,187.0,89.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Silver
11940,Lars Bjnnes,M,30.0,195.0,91.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Silver
12178,Claudia Blasberg,F,27.0,185.0,61.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Silver
12178,Claudia Blasberg,F,31.0,185.0,61.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Silver
12757,Andreea Boghian,F,26.0,189.0,82.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
12844,Thomas Robert Tom Bohrer,M,30.0,196.0,102.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Silver
13120,Hamish Byron Bond,M,28.0,192.0,93.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Gold
13120,Hamish Byron Bond,M,32.0,192.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Gold
13359,"Joshua ""Josh"" Booth",M,27.0,193.0,97.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
13391,Igor Boraska,M,31.0,193.0,106.0,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
13395,Kjetil Borch,M,28.0,196.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Bronze
13589,Kathrin Boron (-Kppen),F,24.0,187.0,81.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,Gold
13589,Kathrin Boron (-Kppen),F,28.0,187.0,81.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Quadruple Sculls,Gold
13589,Kathrin Boron (-Kppen),F,37.0,187.0,81.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,Gold
13589,Kathrin Boron (-Kppen),F,36.0,187.0,81.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
13589,Kathrin Boron (-Kppen),F,40.0,187.0,81.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
13763,Gilles Marcel Bosquet,M,24.0,195.0,88.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Silver
14202,Carline Bouw,F,,187.0,76.0,Czechoslovakia,TCH,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
14202,Carline Bouw,F,33.0,187.0,76.0,Czechoslovakia,TCH,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
14338,Micah Nathan Boyd,M,28.0,194.0,99.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
14361,"David Michael ""Dave"" Boyes",M,33.0,187.0,76.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
14503,Amber Bradley,F,26.0,181.0,78.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
14588,Iain Brambell,M,36.0,188.0,77.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
14846,Annelies Bredael,F,29.0,178.0,72.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Single Sculls,Silver
14949,Scott Michael Brennan,M,27.0,196.0,93.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Gold
15065,George Spencer Bridgewater,M,27.0,203.0,101.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze
15181,Lawrence Brittain,M,27.0,190.0,98.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Silver
15182,Matthew Brittain,M,27.0,189.0,74.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
15344,Kajetan Tomasz Broniewski,M,31.0,158.0,96.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,Bronze
15538,Jeremiah Brown,M,28.0,201.0,110.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
15677,Ralf Brudel,M,31.0,195.0,94.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
15743,Kristoffer Brun,M,30.0,178.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
15947,Ashley Brzozowicz,F,31.0,179.0,79.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
16491,"William Douglas ""Doug"" Burden",M,28.0,198.0,93.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Silver
16547,Simon Peter Burgess,M,35.0,181.0,74.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
16547,Simon Peter Burgess,M,38.0,181.0,74.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
16603,"Daniel ""Dan"" Burke",M,28.0,196.0,97.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
16697,Lindsay H. Burns,F,33.0,177.0,62.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Silver
17095,James Andrew Byrnes,M,27.0,203.0,97.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
17095,James Andrew Byrnes,M,31.0,203.0,97.0,Norway,NOR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
17258,Erin Jane Cafaro (-McKenzie),F,27.0,178.0,77.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
17258,Erin Jane Cafaro (-McKenzie),F,31.0,178.0,77.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
17350,Giovanni Calabrese,M,35.0,187.0,92.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Bronze
17388,"David ""Dave"" Calder",M,32.0,198.0,71.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
17636,Tracy Cameron,F,35.0,175.0,46.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
17678,Alan Campbell,M,31.0,194.0,100.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Bronze
17996,Cao Mianying,F,31.0,179.0,75.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,Silver
18144,Lorenzo Carboncini,M,25.0,194.0,95.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Silver
18352,"William H. ""Bill"" Carlucci",M,31.0,181.0,77.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
18389,Olivia Frances Carnegie-Brown,F,27.0,184.0,77.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
18870,Matteo Castaldo,M,32.0,191.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
19246,"Donovan ""Donnie"" Cech",M,32.0,201.0,95.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
19610,"Vclav Chalupa, Jr.",M,26.0,197.0,104.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,Silver
19634,Peter Chambers,M,24.0,189.0,76.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19636,Richard Scott Chambers,M,29.0,186.0,78.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
19827,Thibaud Chapelle,M,24.0,178.0,76.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
19847,James Jonathan Chapman,M,34.0,193.0,96.0,Belgium,BEL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
19875,Germain Louis Marcel Chardin,M,27.0,198.0,94.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
19875,Germain Louis Marcel Chardin,M,31.0,198.0,94.0,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver
20129,Adriana Chelariu-Bazon,F,31.0,184.0,85.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver
20457,Anton Viktorovich Chermashentsev,M,22.0,195.0,99.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
20570,Chun Wei Cheung,M,23.0,163.0,97.0,Czechoslovakia,TCH,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
20835,Aurica Chiri-Brscu,F,31.0,179.0,79.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
21492,Monika Ciaciuch,F,26.0,185.0,78.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
21554,Micha Cielak,M,25.0,165.0,89.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Bronze
21648,"Peter M. ""Pete"" Cipollone",M,35.0,157.0,59.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
21712,Doina Ciucanu-Robu,F,27.0,198.0,95.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver
22213,Jonathan Coeffic,M,29.0,193.0,95.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
22243,Veronica Cogeanu-Cochela,F,28.0,178.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,Silver
22243,Veronica Cogeanu-Cochela,F,28.0,178.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Silver
22243,Veronica Cogeanu-Cochela,F,32.0,178.0,82.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
22243,Veronica Cogeanu-Cochela,F,32.0,178.0,82.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
22249,Roxana Gabriela Cogianu,F,31.0,201.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
22267,Nathan Cohen,M,28.0,187.0,,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Gold
22287,Adelina Maria Cojocariu-Bogus,F,29.0,189.0,79.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
22307,Thibault Colard,M,26.0,166.0,74.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
22324,"Charles ""Charlie"" Cole",M,28.0,159.0,94.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Bronze
22456,Christine Smith Collins,F,33.0,173.0,62.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
22458,David Collins,M,28.0,186.0,74.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
22832,"Edward ""Ed"" Coode",M,31.0,196.0,100.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Gold
22918,Andrew Dollman Cooper,M,29.0,191.0,96.0,Belgium,BEL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold
22966,Iztok op,M,22.0,193.0,93.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Bronze
22966,Iztok op,M,30.0,193.0,93.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Gold
22966,Iztok op,M,34.0,193.0,74.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Silver
22966,Iztok op,M,42.0,193.0,93.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Bronze
22973,"Katherine Sarah ""Kat"" Copeland",F,23.0,175.0,62.0,Austria,AUT,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Lightweight Double Sculls,Gold
22997,"Steven Coppola, Jr.",M,26.0,206.0,104.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
23136,Alessandro Corona,M,22.0,198.0,99.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Bronze
23224,Hlne Cortin,F,26.0,189.0,84.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Bronze
23575,Alison Cox,F,27.0,185.0,87.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
23636,James Edward Cracknell,M,30.0,195.0,108.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Gold
23636,James Edward Cracknell,M,34.0,195.0,104.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Gold
23722,Shannon Crawford,F,30.0,176.0,78.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
